s_number,date,site,area,site_type,type_of_visitor,number_of_visitors,note
3717,2012-09-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,4500,
3718,2012-10-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,10100,
3719,2012-11-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,3600,
3720,2012-12-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,2900,
3721,2013-01-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,4800,
3722,2013-02-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,900,
3723,2013-03-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,6600,
3724,2013-04-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,7600,
3725,2013-05-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,4600,
3726,2013-06-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,4200,
3727,2013-07-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,16000,
3728,2013-08-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,19200,
3729,2013-09-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,4100,
3730,2013-10-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,5200,
3731,2013-11-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,5700,
3732,2013-12-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,19200,
3733,2014-01-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,7400,
3734,2014-02-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,7100,
3735,2014-03-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,7300,
3736,2014-04-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,7700,
3737,2014-05-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,6550,
3738,2014-06-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,3200,
3739,2014-07-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,22200,
3740,2014-08-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,National,9000,
3741,2009-01-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,5,
3742,2009-02-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3743,2009-03-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,2,
3744,2009-04-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,3,
3745,2009-05-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,3,
3746,2009-06-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3747,2009-07-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,4,
3748,2009-08-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,1,
3749,2009-09-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3750,2009-10-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,8,
3751,2009-11-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,4,
3752,2009-12-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,2,
3753,2010-01-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3754,2010-02-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3755,2010-03-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,1,
3756,2010-04-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3757,2010-05-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,1,
3758,2010-06-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,6,
3759,2010-07-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,5,
3760,2010-08-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,2,
3761,2010-09-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,3,
3762,2010-10-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3763,2010-11-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3764,2010-12-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,3,
3765,2011-01-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,2,
3766,2011-02-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,3,
3767,2011-03-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,5,
3768,2011-04-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,11,
3769,2011-05-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,14,
3770,2011-06-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,4,
3771,2011-07-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,3,
3772,2011-08-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,5,
3773,2011-09-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,9,
3774,2011-10-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,4,
3775,2011-11-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,3,
3776,2011-12-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,1,
3777,2012-01-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,120,
3778,2012-02-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,198,
3779,2012-03-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,13,
3780,2012-04-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,2,
3781,2012-05-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,5,
3782,2012-06-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,9,
3783,2012-07-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3784,2012-08-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,8,
3785,2012-09-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,1,
3786,2012-10-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3787,2012-11-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3788,2012-12-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,2,
3789,2013-01-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,5,
3790,2013-02-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,44,
3791,2013-03-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,3,
3792,2013-04-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3793,2013-05-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,8,
3794,2013-06-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,2,
3795,2013-07-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3796,2013-08-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3797,2013-09-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3798,2013-10-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,5,
3799,2013-11-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,3,
3800,2013-12-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3801,2014-01-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,3,
3802,2014-02-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3803,2014-03-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3804,2014-04-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,5,
3805,2014-05-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,5,
3806,2014-06-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,3,
3807,2014-07-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3808,2014-08-01,"Takht-i-Bahi, Mardan",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,5,
3809,2009-01-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,8,
3810,2009-02-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3811,2009-03-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3812,2009-04-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3813,2009-05-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3814,2009-06-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3815,2009-07-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3816,2009-08-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3817,2009-09-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3818,2009-10-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3819,2009-11-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3820,2009-12-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3821,2010-01-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3822,2010-02-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3823,2010-03-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3824,2010-04-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3825,2010-05-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3826,2010-06-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3827,2010-07-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3828,2010-08-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3829,2010-09-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3830,2010-10-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3831,2010-11-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3832,2010-12-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,Closed due to law and order situation
3833,2011-01-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,13,
3834,2011-02-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,12,
3835,2011-03-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,17,
3836,2011-04-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,40,
3837,2011-05-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,18,
3838,2011-06-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,20,
3839,2011-07-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,30,
3840,2011-08-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,20,
3841,2011-09-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,29,
3842,2011-10-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,22,
3843,2011-11-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,25,
3844,2011-12-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,30,
3845,2012-01-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,25,
3846,2012-02-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,31,
3847,2012-03-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,40,
3848,2012-04-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,0,
3849,2012-05-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,42,
3850,2012-06-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,43,
3851,2012-07-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,43,
3852,2012-08-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,30,
3853,2012-09-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,22,
3854,2012-10-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,23,
3855,2012-11-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,12,
3856,2012-12-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,39,
3857,2013-01-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,16,
3858,2013-02-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,16,
3859,2013-03-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,24,
3860,2013-04-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,30,
3861,2013-05-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,14,
3862,2013-06-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,15,
3863,2013-07-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,17,
3864,2013-08-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,30,
3865,2013-09-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,19,
3866,2013-10-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,22,
3867,2013-11-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,21,
3868,2013-12-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,29,
3869,2014-01-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,31,
3870,2014-02-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,27,
3871,2014-03-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,22,
3872,2014-04-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,21,
3873,2014-05-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,23,
3874,2014-06-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,25,
3875,2014-07-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,12,
3876,2014-08-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,National,25,
3877,2009-01-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3878,2009-02-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3879,2009-03-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3880,2009-04-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3881,2009-05-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3882,2009-06-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3883,2009-07-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3884,2009-08-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3885,2009-09-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3886,2009-10-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3887,2009-11-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3888,2009-12-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3889,2010-01-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3890,2010-02-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3891,2010-03-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3892,2010-04-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3893,2010-05-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3894,2010-06-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3895,2010-07-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3896,2010-08-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3897,2010-09-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3898,2010-10-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3899,2010-11-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3900,2010-12-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,Closed due to law and order situation
3901,2011-01-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,2,
3902,2011-02-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,2,
3903,2011-03-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,10,
3904,2011-04-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,13,
3905,2011-05-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3906,2011-06-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,1,
3907,2011-07-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3908,2011-08-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3909,2011-09-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3910,2011-10-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3911,2011-11-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3912,2011-12-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3913,2012-01-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3914,2012-02-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3915,2012-03-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3916,2012-04-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3917,2012-05-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3918,2012-06-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3919,2012-07-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,2,
3920,2012-08-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,1,
3921,2012-09-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3922,2012-10-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3923,2012-11-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,2,
3924,2012-12-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3925,2013-01-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3926,2013-02-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3927,2013-03-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3928,2013-04-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3929,2013-05-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,7,
3930,2013-06-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3931,2013-07-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3932,2013-08-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,3,
3933,2013-09-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,1,
3934,2013-10-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3935,2013-11-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3936,2013-12-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
3937,2014-01-01,"Butkara Stupa, Saidu Sharif, Swat",Khyber-Pakhtunkhwa,Heritage Site,Foreigner,0,
